genre,filename,title,content
sport,1545.txt,Redknapp poised for Saints,southampton set unveil harri redknapp new manag news confer 1500 gmt wednesday former portsmouth boss replac steve wigley reliev first team duti one win 14 leagu game charg redknapp 57 quit fratton park posit 24 novemb vow go road chanc pompey coach kevin bond poi join redknapp saint third boss season redknapp first game charg home middlesbrough saturday portsmouth chairman milan mandar say disappoint news claim redknapp talk southampton time would appear negoti go time mandar say portsmouth offici websit surpri littl shock chairman southampton pick phone keep inform accord mandar redknapp vow would join south coast rival leav portsmouth say harri hope go southampton tell absolut say say bitter disgust angri disappoint harri life deci redknapp becom cult hero lead portsmouth premiership first time mastermind surviv debut season leav club claim need break footbal though mani believ upset mandar deci bring velimir zajec execut director southampton chairman rupert low desper give former academi director wigley replac paul sturrock two game season everi chanc succeed st mari result wigley poor southampton deep troubl near foot tabl redknapp appoint confirm saint ninth manag eight year
sport,1335.txt,Greek pair attend drugs hearing,greek sprinter kosta kenteri katerina thanou appear independ tribun decid ban stand give provis suspen athlet rule bodi iaaf decemb fail take drug test athen olymp pair arriv former coach christo tzeko give evid hellen olymp committ offic deci expect announc end februari whatev rule parti right appeal court arbitr sport yianni papadoyiannaki head greek olymp team athen game last year also testifi tribun along greek sport offici athlet believ tribun reach deci uphold stand institut say papadoyiannaki whatev athlet must forget offer great moment kenteri 200 gold 2000 sydney olymp thanou silver 100 withdraw athen game last august miss drug test eve open ceremoni pair spend four day hospit claim injur motorcycl crash five member tribun assembl hellen associ amateur athlet also examin alleg kenteri thanou avoid test tel aviv chicago game tzeko also ban two year iaaf face charg assist use prohibit substanc tamper dope inspect process three repeatedli deni alleg also charg greek prosecutor face trial dope relat charg trial date set impo two year suspen duo 22 decemb iaaf describ explan miss test unaccept kenteri lawyer gregori ioannidi tell bbc sport earli week confid sprinter would clear charg fail give inform locat refu submit test refut charg unsubstanti illog say certain breach correct applic rule behalf sport author offici procedur breach also violat client right also evid prove fact client persecut
sport,1736.txt,Roddick into San Jose final,andi roddick play cyril saulni final sap open san jose sunday american top seed defend champion overcam germani tommi haa third seed 7 6 7 3 6 3 saulni surviv injuri scare semi final seventh seed austrian jurgen melzer frenchman twist ankl earli second set overcam melzer leav fume seri line call 6 7 3 7 6 3 6 3 feel horribl earli week roddick say think tonight anoth step right direct return stand get littl depth even hit perfect return roddick last four point first set tie break break start second set break straight back broke haa lead 4 2 extrem frustrat chanc top five player anyth admit haa rush backhand take advantag saulni move world top 50 first time passag final take lot work lot fight mind reveal sometim believ could get final stay mental strong way keep fight work lot
sport,1665.txt,Scots suffer another injury blow,scotland back row crisi worsen ahead rb six nation news scott gray miss open match border flanker knee injuri join donni macfadyen allist hogg sidelin star number eight simon taylor miss least first two game damag ankl comeback scott macleod ankl ligament jon petri cartilag also doubt open pari 5 februari gray 26 first cap australia murrayfield last year hurt club action weekend scotland doctor jame robson say scan show damag medial ligament scott right knee rule first part championship seek specialist advic due cour determin long scott may anoth potenti option glasgow flanker andrew wilson rule month damag ligament knee northampton recent flanker jason white prop tom smith also suffer flu miss week train session get plenti good young player come get look opportun repr rather neg william add william could turn edinburgh pair alasdair strokosch simon cross leed tyke flanker jon dunbar also train squad still await verif elig qualifi scotland
sport,1590.txt,Robben and Cole earn Chelsea win,cheslea salvag win battl portsmouth side look like premiership leader would settl point arjen robben curl late deflect leav foot shoot right side pompey box break home side brave resist chelsea continu frustrat joe cole add second 20 yard shot injuri time nigel quashi pompey good chanc effort tip fratton park crowd good voic usual even though portsmouth hold chelsea still manag carv two earli chanc striker didier drogba snap angl shot forc home keeper shaka hislop smart save unmark frank lampard strike block arjan de zeeuw pompey chase harri unsettl chelsea side south coast side start gain upper hand almost take lead quashi midfield strike swerv long rang shot keeper petr cech tip full stretch pompey stretch arsen limit recent provid similarli tough obstacl overcom chelsea team struggl exert pressur velimir zajec player stand firm visitor come live fashion break take stranglehold match visitor launch counter attack drogba spun get sight goal strike fierc shoot rock keeper hislop back block arjan de zeeuw clear danger home side also leav breath sigh relief glen johnson header fall gudjohnsen back goal crowd pompey goalmouth iceland forward tri acrobat direct ball goal put effort like arsen portsmouth let late goal robben shoot take deflect matthew taylor way past wrong foot hislop cole put bit gloss hard fight win put low shoot bottom pompey net hislop griffin primu de zeeuw taylor stone ci 76 quashi berkov 83 fay neil kamara fuller 65 yakubu sub use berger ashdown kamara cech paulo ferreira galla terri johnson duff makelel smertin cole 73 lampard robben geremi 81 drogba gudjohnsen 58 sub use cudicini bridg paulo ferreira robben lampard robben 79 cole 90 20 210 wiley staffordshir
sport,1486.txt,Cudicini misses Carling Cup final,chelsea goalkeep carlo cudicini miss sunday carl cup final club drop appeal red card newcastl italian send bring shola ameobi final minut sunday match blue boss jose mourinho promi pick cudicini final instead first choic keeper petr cech 31 year old serv one match suspen commenc immedi effect cudicini keep club record 24 clean sheet last season chelsea petr cech establish first choic mourinho sinc move stamford bridg summer 2004 22 year old czech republ intern set new premiership record 961 consecut minut without conc goal mark still run mourinho use cudicini regularli carl cup italian let one goal four appear chelsea run final
sport,1490.txt,Cole refuses to blame van Persie,ashley cole refu blame robin van persi leav arsen fulli fit striker fa cup fifth round replay sheffield unit van persi suspend alongsid denni bergkamp jose antonio rey send southampton arsen numer advantag thierri henri rule achil tendon injuri cole say one put blame robin someth happen spur moment cole add hope blame anyth cour learn send coupl time one thing go bit crazi one two second freddi ljungberg like use emerg strike role partner either arturo lupoli quinci owusu abeyi jeremi aliadi gunner boss arsen wenger say freddi option need second striker decid whether aliadi quinci lupoli start front three involv arsen also without winger robert pire sustain ankl injuri st mari wenger add look like anyth fractur good ankl sprain look like pire readi two three week
tech,2033.txt,Toxic web links help virus spread,viru writer begin use power web spread malici ware window viru call bofra turn infect machin distributor malici code click poison link e mail messag send infect machin may fall victim viru trick use prevent progam catch anti viru softwar comb code contain e mail attach viru use trick call bofra first member famili worm appear 10 novemb exploit window vulner discov day earli like mani recent viru bofra plunder address book microsoft outlook e mail address scour file infect machin fresh target address viru use mail send softwar despatch e mail messag potenti victim unlik mani recent viru travel via mail instead bodi mail messag send contain fake weblink click connect back machin distribut e mail essenti bofra turn infect machin small web server happili dole copi viru messag tri trick peopl click link promi pornograph video imag pose payment confirm paypal transact copi messag see bbc news websit bright yellow green background click link inadvert download bofra viru start search new address send filter firm clearswift say tactic creat thousand mini web server design help viru spread quickli avoid attempt shut past malici program reli singl web server download viral code target machin shut central server usual stop viru spread clearswift say fact viral code travel e mail messag send machin infect bofra could hamper effect limit spread finnish anti viru firm f secur say far see mani copi bofra viru variant circul tim warner spokesman anti viru firm finjan say peopl get creativ deliv viru get propag mr warner say organi need prepar deep defenc keep modern form malici mobil code firm secur e mail gateway say mr warner ironi let malici content web gateway say behaviour system monitor user help spot viru penetr organi start hunt victim bofra famili viru origin think offshoot mydoom bug infect machin run window 2000 95 98 xp server 2003 user run window xp appli sp2 updat vulner loophol bofra exploit
tech,2189.txt,Rolling out next generation's net,bodi overs net work grow evolv say cope well growth last 10 year start sen hardli start reach whole popul new chair internet engin task forc ietf brian carpent say ietf ensur smooth run organi net architectur broadband take grow servic like voic tv open interest challeng net think voip voic internet protocol allow phone call make net import challeng old cost model telecom say dr carpent second challeng deepli busi model servic provid lot infrastructur voip need littl infrastructur distinguish ibm engin dr carpent spend 20 year cern european laboratori particl physic new chair ietf next big challeng overs ipv6 next gener standard inform transfer rout across web cern dr carpent help pioneer advanc net applic develop world wide web well place take task net growth evolut depend standard protocol ensur architectur work talk standard crucial job ietf top prioriti ensur standard make net work open free anyon use work net build protocol call tcp ip mean transmiss control protocol internet protocol comput commun net uniqu ip address use send receiv inform ietf larg intern commun network design oper vendor research work evolut net architectur way inform send receiv make sure knit togeth leav gap see interest effect last year explain dr carpent net grow fantast rate end 90 bit glitch 2000 see clear phase consolid renew growth renew growth also buoy emerg economi like china show fast uptak broadband net technolog number broadband subscrib via dsl digit subscrib line doubl year 13 million accord figur relea end 2004 challeng face continu produc standard allow growth rate explain dr carpent give net design whole commun well reach million want reach whole popul make sure scale ipv6 standard replac exist ipv4 allow billion address net gradual work network infrastructur across world actual number address ipv4 limit four billion ip address clearli enough 10 billion peopl serv technic solut new version ip ipv6 much larg address space possibl practic limit say dr carpent standard vital someth complex net make sure standard open work across network big task differ next gener standard ipv6 make averag net user almost invi first goal ipv6 make differ peopl notic differ like london telephon number get long lot process invi peopl usual give ip address without know technic deploy start standard settl say dr carpent one problem net may never disappear complet secur dr carpent solut come technolog human behaviour peopl educ sensibl behaviour say ignor e mail claim someth think go get bad peopl remain concern secur probabl would concern walk along dark street work make sure well secur internet standard never end battl sen add even secur improv still worri bite unfortun part life duti
tech,1910.txt,Net regulation 'still possible',blur boundari tv internet rai question regul watchdog ofcom say content tv internet set move close year tv qualiti video onlin becom norm debat westminst net industri consid option lord curri chairman super regul ofcom tell panel protect audienc would alway primari concern watchdog despit remit regul net content disquiet increa among internet servic provid speech make ofcom recent month hint regul might option debat organi internet servic provid associ ispa lord curri rule possibl regul challeng ari boundari tv internet truli blur balanc strike protect consum allow assess risk say adopt rule current exist regul tv content self regul current practic net industri discuss studi suggest mani eight million household uk could adopt broadband end 2005 technolog open door tv content deliv net internet servic provid medium compani stream video content web bt alreadi set entertain divi creat distribut content could come sourc bskyb itv bbc head divi andrew burk speak possibl creat content platform risqu new age celebr chef serv explet hot dinner sure push limit say fact say content request consum go length download mayb entir regul free internet servic provid long claim respon content carri server sinc law commiss dub mere conduit back 2002 defenc appli actual knowledg illeg content fail remov level respon test sever high profil legal case richard ayer portal director tiscali say littl point tri regul internet would imposs huge chang afoot 2005 predict compani bbc offer tv content net bbc plan interact medium player give surfer chanc download programm eastend top gear make net tv mainstream rai whole new set question say one vast sum money involv maintain network suppli huge quantiti datum could herald new digit licenc fee say mr ayer inappropri net content obviou pornographi view child continu domin headlin internet regul remain polit issu say mp richard allan liber democrat spokesman mr allan think answer could lie somewh cri imposs regul appli offlin law onlin fact instead see regul bring onlin futur could bring end regul know tv content lord curri depart panel agr could realiti internet peopl power like reign content demand consum pull rather push consum choic watch watersh net say mr burk
tech,2116.txt,File-swappers ready new network,legal attack websit help peopl swap pirat film forc develop system could hard shut one site behind success bittorr file swap system produc softwar avoid pitfal earli program test version new exeem program relea late januari doubt remain new network abil ensur file swap qualiti copi late decemb movi studio launch legal campaign websit help peopl swap pirat movi use bittorr network legal campaign work way bittorr organi file share system reli link call tracker point user happi share file look shut site list tracker crippl bittorr network one site shut legal campaign suprnova org help boost popular bittorr system check tracker lead movi tv programm claim man behind suprnova org go nicknam sloncek prepar relea softwar new file swap network dub exeem interview novastream web radio sloncek say exeem would combin idea bittorr kazaa file share system like bittorr exeem tracker help point peopl toward file want like kazaa tracker hold everyon central maintain list say sloncek make system less vulner legal action aim stop peopl swap pirat movi music exeem softwar develop month current test close group user earli public version softwar avail februari sloncek say current window version softwar develop plan linux mac version say cost write softwar pay advert appear finish version program despit suprnova administr sloncek involv exeem basic technolog appear develop firm call swarm system base caribbean island saint kitt nevi user exeem system abl rate file swap help stop spread fake file sloncek tell novastream dr johan pouwel research delft univ technolog studi peer peer network say exeem next evolut file share system say would struggl popular bittorr suprnova earli version take enough care make sure good copi file share exeem prevent pollut say rate system exeem seem flaw easi insert fake file fake rate say studi show organi work record label movi studio work undermin kazaa put fake contrast moder suprnova make sure file share high qualiti moder differ system work one full crap like kazaa say fundament tension distribut integr say mr pouwel say futur version file share system like incorpor kind distribut reput system let moder prove network rate file worth download big file share moder system key say mr pouwel add legal attack bittorr drive peopl away site suprnova mani user simpli migrat tracker list site mani see huge increa traffic hard compet free say one motion pictur associ america immedi avail comment file share develop
tech,1824.txt,Ink helps drive democracy in Asia,kyrgyz republ small mountain state former soviet republ use invi ink ultraviolet reader countri elect part drive prevent multipl vote new technolog cau worri guard optim among differ sector popul effort live reput 1990 island democraci kyrgyz presid askar akaev push law requir use ink upcom parliamentari presidenti elect we govern agr fund expen associ deci kyrgyz republ see mani expert backslid high point reach mid 1990 hastili push referendum 2003 reduc legisl branch one chamber 75 deputi use ink one part gener effort show commit toward open elect german embassi soro foundat kyrgyz govern contribut purcha transpar ballot box actual technolog behind ink complic ink spray person leav thumb dri visibl normal light howev presenc ultraviolet light kind use verifi money cau ink glow neon yellow light entranc poll station one elect offici scan voter finger uv lamp allow enter everi voter leav thumb spray ink receiv ballot ink show uv light voter allow enter poll station likewi voter refu ink receiv ballot elect assum even great signif two larg factor upcom parliamentari elect prelud potenti regim chang presidenti elect autumn well echo recent elect former soviet republ notabl ukrain georgia use ink controversi especi among group perceiv pro govern wide circul articl compar use ink rural practic mark sheep still common metaphor primarili agricultur societi author one articl begin petit drive use ink great part opposit ink often sheer ignor local newspap carri stori ink harm radioact even ultraviolet reader may cau health problem aggress middl road coalit non govern organ laud move import step forward type ink use mani elect world countri vari serbia south africa indonesia turkey common type ink elect indel visibl ink elect afghanistan show improp use type ink cau addit problem use invi ink without problem elect numer rumor spread serbia exampl christian islam leader assur popul use contrari religion rumour associ remov ink variou soft drink solvent clean product put forward howev realiti ink effect get cuticl thumb difficult wash ink stay finger least 72 hour week use ink reader panacea elect ill passag ink law nevertheless clear step forward toward free fair elect countri wide watch parliamentari elect schedul 27 februari david mikosz work ife intern non profit organi support build democrat societi
tech,2181.txt,What price for 'trusted PC security'?,buy trust comput realli trust pc vendor ask technolog analyst bill thompson recent buy ibm thinkvantag comput dell optiplex one whole rang laptop toshiba hp compaq samsung may got money reali insid shini new pc extra chip call trust platform modul tpm use rang hardwar base secur featur eventu tpm build main processor trust comput group way find one everi piec hardwar mobil phone tv set top box child toy moment separ piec hardwar provid enhanc secur featur program know use part well design network system provid lot secur enjoy today big advantag tpm hardwar base moment reli softwar keep inform safe secur might password protect user account datum encrypt program firew reli program code run inher insecur processor hardwar secur less common even lot safe partli expen give someon smartcard password also work user system administr manag result settl second good come comput secur trust system could major step forward laptop run program digit sign lot hard viru writer get malici code run file lock automat even get comput steal person datum safeguard moment support trust hardwar build major oper system instead use special softwar like hp protecttool wave system embassi provid file encrypt password manag ident protect usual busi user connect compani network full support trust comput specif avail microsoft next relea window longhorn includ microsoft typic act obscur call next gener secur comput base give user level program access trust comput hardwar happen expect see lot public around new capabl doubt window secur centr encourag user turn trust comput capabl turn firew howev downsid increa secur viru spywar datum theft provid trust comput base also use make digit right manag drm system secur give content provid lot control music movi book buy see recent allow digit right manag servic live lead unwelcom consequ user appl itun use abl stream music bring five itun user great way let mate discov music collect late version itun limit capabl earli upgrad reduc number time could burn select playlist purcha song cd anoth take away abil play song download real harmoni servic ipod appl write softwar control right manag emb trust hardwar even hard dedic programm find way around restrict give back fair use right guarant copyright law similarli user tivo digit video record find record show programm record automat delet day happen chang tivo make softwar user control one wonder whether hardwar base drm work believ lock digit content bad idea flexibl copyright law someth embrac take away work fundament flaw heart system order purcha view content unlock unlock someon somewh figur way make copi unlock version unlock version leak onto network uncontrol effort go drm would much well spend build effici distribut servic find busi model base trust custom offer high qualiti download fair price want much trust comput platform trust custom platform record compani film industri need recogni time pay reason amount good qualiti materi benefit build market share song friend record show want watch later burn cd kid market respect spirit copyright law seek replac restrict contract end user agreement need ensur trust comput remain control user use take away freedom enjoy today bill thompson regular comment bbc world servic programm go digit
tech,2051.txt,More power to the people says HP,digit revolut focu let peopl tell share stori accord carli fiorina chief technolog giant hewlett packard job firm hp say speech consum electron show ce ensur digit physic world fulli converg say goal 2005 make peopl centr technolog ce showca 50 000 new gadget hit shelf 2005 tech f larg kind world run 6 9 januari digit revolut democrati technolog experi make possibl tell deleg revolut alway give power peopl add real stori digit revolut new product million experi make possibl stori million tell part give peopl control free content imag video music crucial effort make devic speak well content easili transfer one devic digit camera portabl medium player lot work still need howev sort compat issu standard within technolog industri gadget work seamlessli say ms fiorina talk also tout way technolog design focu lifestyl fashion personali someth see key peopl want special guest singer gwen stefani join stage promot rang hp digit camera ms stefani help design heavili influenc japan youth cultur digit camera due go sale us summer base hp 607 model emphasi personali lifestyl big theme year ce tini wearabl mp3 player everi turn rainbow hue give colour everyth ms fiorina also announc hp work nokia launch visual radio servic mobil would launch europ earli year servic let peopl listen radio mobil download relev content like track rington simultan servic design make mobil radio interact among new product showca digit medium hub big upgrad hp digit entertain centr come autumn us box network high definit tv cabl set top box digit video record dvd record remov hard drive cartridg memori card slot light scribe label softwar let peopl design print customi dvd label cover design contain household digit medium pre record tv show pictur video music manag one place hub reflect increa move box pc work part key centr entertain research suggest 258 million imag save share everi day equat 94 billion year eighti per cent remain camera medium hub design encourag peopl organi one box ms fiorina one sever keynot speaker also includ microsoft chief bill gate set major technolog compani think peopl technolog gadget next 12 month separ announc keynot speech ms fiorina say hp would partner mtv replac year mtv asia music award mtv asia aid hold bangkok 3 februari aim help rai money asian tsunami disast
tech,2050.txt,Spam e-mails tempt net shoppers,comput user across world continu ignor secur warn spam e mail lure buy good report suggest quarter buy softwar spam e mail 24 buy cloth jewelleri well profit sell good servic drive adverti traffic organi crime ring use spam glean person inform busi softwar allianc bsa warn peopl stay alert mani onlin consum consid true motiv spammer say mike newton spokesperson bsa commiss survey sell softwar appear legitim genuin look packag sophist websit spammer hide spywar without consum knowledg softwar instal pc network inform give internet obtain abu result also show proport peopl read admit read take advantag adult entertain spam e mail low one 10 research cover 6 000 peopl six countri attitud toward junk e mail reveal brazilian like read spam third read unsolicit junk e mail 66 buy good servic receiv spam french second like buy someth 48 44 briton take advantag product servic despit 38 peopl countri worri net secur amount spam get third respond say concern spam e mail contain viru program attempt collect person inform industri medium help rai awar issu surround illegitim e mail help reduc potenti financ damag nuisanc phish attack spoof websit say william plant director corpor secur fraud protect secur firm symantec time consum need continu exerci caution protect harm mixtur spam filter spywar detect softwar sound judgement
tech,1939.txt,Fast moving phone bugs appear,secur firm warn sever mobil phone viru spread much fast similar bug new strain cabir mobil phone viru use short rang radio technolog leap vulner phone soon rang cabir viru affect high end handset run symbian seri 60 phone oper system despit warn far report phone infect new variant cabir origin cabir worm come light mid june 2004 send anti viru firm proof concept program mistak way origin cabir write mean even escap laboratori bug would abl infect one phone time howev new cabir strain mistak correct spread via short rang bluetooth technolog vulner phone rang bluetooth effect rang ten metr risk infect cabir low user must give malici program permiss download handset must manual instal user protect alter set symbian phone conceal handset bluetooth use devic finnish secur firm f secur issu warn new strain cabir say viru damag phone block normal bluetooth activ drain phone batteri anti viru firm sopho say sourc code cabir post net brazilian programm might lead even variant program creat far seven version cabir know exist one insid malici skull program find late novemb symbian seri 60 softwar licenc nokia lg electron lenovo panason samsung sendo siemen
tech,1846.txt,Lasers help bridge network gaps,indian telecommun firm turn laser help overcom problem set voic datum network countri tata teleserv use laser make link custom offic core network laser bridg work across distanc 4 km set much fast cabl connect 12 month laser help firm set network 700 locat particular geographi get permiss dig ground lie pipe bit task say mr r sridharan vice presid network tata heavi traffic layout ground mean dig uniqu difficult say locat say permiss dig road lie cabl imposs get say far easi secur permiss put network hardwar roof lead chennai base tata turn equip use laser make final mile leap tata core network premi custom lightpoint laser bridg work distanc 4 km use rout voic datum busi backbon network hardwar work pair beam datum air form laser pul laser bridg rout datum speed 1 25gbp 2 000 time fast 512kbp broadband connect tata run hardwar modest speed 1 2mbp laser also ideal india climat particularli suitabl rain rate littl low hardli ever foggi say place rain heavi fog common laser link struggl maintain good connect speed laser link also take far less time set get work say mr sridharan get permiss normal time period set hour say contrast say dig road lie cabl take week month speed set help tata aggress expan plan 12 month ago firm custom 70 town citi end march firm hope reach 1 000 speed import pace competit say mr sridharan
